utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
100 %, 54 %, 11178 MiB, 865 MiB, 10313 MiB
100 %, 46 %, 11178 MiB, 867 MiB, 10311 MiB
100 %, 46 %, 11178 MiB, 847 MiB, 10331 MiB
100 %, 54 %, 11178 MiB, 791 MiB, 10387 MiB
100 %, 59 %, 11178 MiB, 865 MiB, 10313 MiB
100 %, 66 %, 11178 MiB, 867 MiB, 10311 MiB
100 %, 65 %, 11178 MiB, 847 MiB, 10331 MiB
100 %, 64 %, 11178 MiB, 791 MiB, 10387 MiB
100 %, 67 %, 11178 MiB, 865 MiB, 10313 MiB
100 %, 67 %, 11178 MiB, 867 MiB, 10311 MiB
100 %, 67 %, 11178 MiB, 847 MiB, 10331 MiB
100 %, 66 %, 11178 MiB, 791 MiB, 10387 MiB
100 %, 69 %, 11178 MiB, 865 MiB, 10313 MiB
97 %, 59 %, 11178 MiB, 867 MiB, 10311 MiB
97 %, 61 %, 11178 MiB, 847 MiB, 10331 MiB
99 %, 63 %, 11178 MiB, 791 MiB, 10387 MiB
93 %, 56 %, 11178 MiB, 865 MiB, 10313 MiB
93 %, 60 %, 11178 MiB, 867 MiB, 10311 MiB
93 %, 59 %, 11178 MiB, 847 MiB, 10331 MiB
99 %, 52 %, 11178 MiB, 791 MiB, 10387 MiB
97 %, 74 %, 11178 MiB, 865 MiB, 10313 MiB
100 %, 60 %, 11178 MiB, 867 MiB, 10311 MiB
100 %, 67 %, 11178 MiB, 847 MiB, 10331 MiB
100 %, 63 %, 11178 MiB, 791 MiB, 10387 MiB
100 %, 58 %, 11178 MiB, 865 MiB, 10313 MiB
100 %, 51 %, 11178 MiB, 867 MiB, 10311 MiB
100 %, 56 %, 11178 MiB, 847 MiB, 10331 MiB
100 %, 65 %, 11178 MiB, 791 MiB, 10387 MiB
100 %, 65 %, 11178 MiB, 865 MiB, 10313 MiB
100 %, 66 %, 11178 MiB, 867 MiB, 10311 MiB
100 %, 64 %, 11178 MiB, 847 MiB, 10331 MiB
73 %, 43 %, 11178 MiB, 791 MiB, 10387 MiB
100 %, 68 %, 11178 MiB, 865 MiB, 10313 MiB
87 %, 51 %, 11178 MiB, 867 MiB, 10311 MiB
99 %, 61 %, 11178 MiB, 847 MiB, 10331 MiB
99 %, 67 %, 11178 MiB, 791 MiB, 10387 MiB
100 %, 57 %, 11178 MiB, 865 MiB, 10313 MiB
96 %, 60 %, 11178 MiB, 867 MiB, 10311 MiB
97 %, 59 %, 11178 MiB, 847 MiB, 10331 MiB
99 %, 59 %, 11178 MiB, 791 MiB, 10387 MiB
100 %, 37 %, 11178 MiB, 865 MiB, 10313 MiB
100 %, 61 %, 11178 MiB, 867 MiB, 10311 MiB
100 %, 70 %, 11178 MiB, 847 MiB, 10331 MiB
100 %, 63 %, 11178 MiB, 791 MiB, 10387 MiB
100 %, 65 %, 11178 MiB, 865 MiB, 10313 MiB
100 %, 46 %, 11178 MiB, 867 MiB, 10311 MiB
100 %, 51 %, 11178 MiB, 847 MiB, 10331 MiB
100 %, 64 %, 11178 MiB, 791 MiB, 10387 MiB
100 %, 68 %, 11178 MiB, 865 MiB, 10313 MiB
100 %, 65 %, 11178 MiB, 867 MiB, 10311 MiB
100 %, 65 %, 11178 MiB, 847 MiB, 10331 MiB
73 %, 41 %, 11178 MiB, 791 MiB, 10387 MiB
63 %, 36 %, 11178 MiB, 865 MiB, 10313 MiB
100 %, 67 %, 11178 MiB, 867 MiB, 10311 MiB
63 %, 37 %, 11178 MiB, 847 MiB, 10331 MiB
99 %, 65 %, 11178 MiB, 791 MiB, 10387 MiB
100 %, 47 %, 11178 MiB, 865 MiB, 10313 MiB
90 %, 65 %, 11178 MiB, 867 MiB, 10311 MiB
100 %, 47 %, 11178 MiB, 847 MiB, 10331 MiB
99 %, 55 %, 11178 MiB, 791 MiB, 10387 MiB
100 %, 59 %, 11178 MiB, 865 MiB, 10313 MiB
100 %, 57 %, 11178 MiB, 867 MiB, 10311 MiB
100 %, 62 %, 11178 MiB, 847 MiB, 10331 MiB
100 %, 64 %, 11178 MiB, 791 MiB, 10387 MiB
100 %, 67 %, 11178 MiB, 865 MiB, 10313 MiB
100 %, 47 %, 11178 MiB, 867 MiB, 10311 MiB
100 %, 65 %, 11178 MiB, 847 MiB, 10331 MiB
100 %, 64 %, 11178 MiB, 791 MiB, 10387 MiB
96 %, 57 %, 11178 MiB, 865 MiB, 10313 MiB
100 %, 67 %, 11178 MiB, 867 MiB, 10311 MiB
97 %, 59 %, 11178 MiB, 847 MiB, 10331 MiB
69 %, 40 %, 11178 MiB, 791 MiB, 10387 MiB
77 %, 54 %, 11178 MiB, 865 MiB, 10313 MiB
100 %, 67 %, 11178 MiB, 867 MiB, 10311 MiB
88 %, 65 %, 11178 MiB, 847 MiB, 10331 MiB
99 %, 65 %, 11178 MiB, 791 MiB, 10387 MiB
100 %, 44 %, 11178 MiB, 865 MiB, 10313 MiB
100 %, 37 %, 11178 MiB, 867 MiB, 10311 MiB
100 %, 41 %, 11178 MiB, 847 MiB, 10331 MiB
99 %, 55 %, 11178 MiB, 791 MiB, 10387 MiB
100 %, 67 %, 11178 MiB, 865 MiB, 10313 MiB
100 %, 65 %, 11178 MiB, 867 MiB, 10311 MiB
100 %, 66 %, 11178 MiB, 847 MiB, 10331 MiB
100 %, 66 %, 11178 MiB, 791 MiB, 10387 MiB
100 %, 65 %, 11178 MiB, 865 MiB, 10313 MiB
100 %, 64 %, 11178 MiB, 867 MiB, 10311 MiB
100 %, 67 %, 11178 MiB, 847 MiB, 10331 MiB
100 %, 66 %, 11178 MiB, 791 MiB, 10387 MiB
97 %, 59 %, 11178 MiB, 865 MiB, 10313 MiB
97 %, 64 %, 11178 MiB, 867 MiB, 10311 MiB
97 %, 60 %, 11178 MiB, 847 MiB, 10331 MiB
99 %, 56 %, 11178 MiB, 791 MiB, 10387 MiB
100 %, 56 %, 11178 MiB, 865 MiB, 10313 MiB
100 %, 51 %, 11178 MiB, 867 MiB, 10311 MiB
100 %, 54 %, 11178 MiB, 847 MiB, 10331 MiB
100 %, 64 %, 11178 MiB, 791 MiB, 10387 MiB
100 %, 57 %, 11178 MiB, 865 MiB, 10313 MiB
100 %, 66 %, 11178 MiB, 867 MiB, 10311 MiB
100 %, 65 %, 11178 MiB, 847 MiB, 10331 MiB
98 %, 55 %, 11178 MiB, 791 MiB, 10387 MiB
100 %, 67 %, 11178 MiB, 865 MiB, 10313 MiB
97 %, 56 %, 11178 MiB, 867 MiB, 10311 MiB
97 %, 60 %, 11178 MiB, 847 MiB, 10331 MiB
97 %, 55 %, 11178 MiB, 791 MiB, 10387 MiB
96 %, 58 %, 11178 MiB, 865 MiB, 10313 MiB
96 %, 59 %, 11178 MiB, 867 MiB, 10311 MiB
96 %, 58 %, 11178 MiB, 847 MiB, 10331 MiB
99 %, 66 %, 11178 MiB, 791 MiB, 10387 MiB
86 %, 65 %, 11178 MiB, 865 MiB, 10313 MiB
100 %, 60 %, 11178 MiB, 867 MiB, 10311 MiB
100 %, 71 %, 11178 MiB, 847 MiB, 10331 MiB
100 %, 66 %, 11178 MiB, 791 MiB, 10387 MiB
100 %, 54 %, 11178 MiB, 865 MiB, 10313 MiB
100 %, 68 %, 11178 MiB, 867 MiB, 10311 MiB
100 %, 62 %, 11178 MiB, 847 MiB, 10331 MiB
100 %, 65 %, 11178 MiB, 791 MiB, 10387 MiB
100 %, 65 %, 11178 MiB, 865 MiB, 10313 MiB
100 %, 67 %, 11178 MiB, 867 MiB, 10311 MiB
100 %, 65 %, 11178 MiB, 847 MiB, 10331 MiB
69 %, 40 %, 11178 MiB, 791 MiB, 10387 MiB
68 %, 39 %, 11178 MiB, 865 MiB, 10313 MiB
68 %, 39 %, 11178 MiB, 867 MiB, 10311 MiB
68 %, 39 %, 11178 MiB, 847 MiB, 10331 MiB
99 %, 61 %, 11178 MiB, 791 MiB, 10387 MiB
100 %, 66 %, 11178 MiB, 865 MiB, 10313 MiB
100 %, 56 %, 11178 MiB, 867 MiB, 10311 MiB
100 %, 60 %, 11178 MiB, 847 MiB, 10331 MiB
99 %, 55 %, 11178 MiB, 791 MiB, 10387 MiB
100 %, 51 %, 11178 MiB, 865 MiB, 10313 MiB
100 %, 50 %, 11178 MiB, 867 MiB, 10311 MiB
100 %, 45 %, 11178 MiB, 847 MiB, 10331 MiB
100 %, 67 %, 11178 MiB, 791 MiB, 10387 MiB
100 %, 68 %, 11178 MiB, 865 MiB, 10313 MiB
100 %, 66 %, 11178 MiB, 867 MiB, 10311 MiB
100 %, 67 %, 11178 MiB, 847 MiB, 10331 MiB
98 %, 56 %, 11178 MiB, 791 MiB, 10387 MiB
96 %, 59 %, 11178 MiB, 865 MiB, 10313 MiB
96 %, 57 %, 11178 MiB, 867 MiB, 10311 MiB
97 %, 57 %, 11178 MiB, 847 MiB, 10331 MiB
97 %, 65 %, 11178 MiB, 791 MiB, 10387 MiB
96 %, 59 %, 11178 MiB, 865 MiB, 10313 MiB
96 %, 67 %, 11178 MiB, 867 MiB, 10311 MiB
96 %, 64 %, 11178 MiB, 847 MiB, 10331 MiB
99 %, 60 %, 11178 MiB, 791 MiB, 10387 MiB
100 %, 58 %, 11178 MiB, 865 MiB, 10313 MiB
100 %, 53 %, 11178 MiB, 867 MiB, 10311 MiB
100 %, 55 %, 11178 MiB, 847 MiB, 10331 MiB
100 %, 59 %, 11178 MiB, 791 MiB, 10387 MiB
100 %, 67 %, 11178 MiB, 865 MiB, 10313 MiB
100 %, 67 %, 11178 MiB, 867 MiB, 10311 MiB
100 %, 66 %, 11178 MiB, 847 MiB, 10331 MiB
98 %, 51 %, 11178 MiB, 791 MiB, 10387 MiB
97 %, 60 %, 11178 MiB, 865 MiB, 10313 MiB
92 %, 55 %, 11178 MiB, 867 MiB, 10311 MiB
92 %, 54 %, 11178 MiB, 847 MiB, 10331 MiB
100 %, 69 %, 11178 MiB, 791 MiB, 10387 MiB
97 %, 72 %, 11178 MiB, 865 MiB, 10313 MiB
100 %, 58 %, 11178 MiB, 867 MiB, 10311 MiB
100 %, 65 %, 11178 MiB, 847 MiB, 10331 MiB
99 %, 52 %, 11178 MiB, 791 MiB, 10387 MiB
100 %, 47 %, 11178 MiB, 865 MiB, 10313 MiB
100 %, 49 %, 11178 MiB, 867 MiB, 10311 MiB
100 %, 43 %, 11178 MiB, 847 MiB, 10331 MiB
100 %, 62 %, 11178 MiB, 791 MiB, 10387 MiB
71 %, 43 %, 11178 MiB, 865 MiB, 10313 MiB
94 %, 58 %, 11178 MiB, 867 MiB, 10311 MiB
100 %, 65 %, 11178 MiB, 847 MiB, 10331 MiB
99 %, 59 %, 11178 MiB, 791 MiB, 10387 MiB
100 %, 51 %, 11178 MiB, 865 MiB, 10313 MiB
92 %, 58 %, 11178 MiB, 867 MiB, 10311 MiB
92 %, 57 %, 11178 MiB, 847 MiB, 10331 MiB
99 %, 56 %, 11178 MiB, 791 MiB, 10387 MiB
100 %, 46 %, 11178 MiB, 865 MiB, 10313 MiB
100 %, 55 %, 11178 MiB, 867 MiB, 10311 MiB
100 %, 55 %, 11178 MiB, 847 MiB, 10331 MiB
100 %, 64 %, 11178 MiB, 791 MiB, 10387 MiB
100 %, 66 %, 11178 MiB, 865 MiB, 10313 MiB
100 %, 47 %, 11178 MiB, 867 MiB, 10311 MiB
100 %, 51 %, 11178 MiB, 847 MiB, 10331 MiB
100 %, 64 %, 11178 MiB, 791 MiB, 10387 MiB
100 %, 66 %, 11178 MiB, 865 MiB, 10313 MiB
100 %, 66 %, 11178 MiB, 867 MiB, 10311 MiB
100 %, 63 %, 11178 MiB, 847 MiB, 10331 MiB
98 %, 58 %, 11178 MiB, 791 MiB, 10387 MiB
97 %, 59 %, 11178 MiB, 865 MiB, 10313 MiB
100 %, 68 %, 11178 MiB, 867 MiB, 10311 MiB
100 %, 67 %, 11178 MiB, 847 MiB, 10331 MiB
98 %, 63 %, 11178 MiB, 791 MiB, 10387 MiB
95 %, 70 %, 11178 MiB, 865 MiB, 10313 MiB
94 %, 58 %, 11178 MiB, 867 MiB, 10311 MiB
95 %, 55 %, 11178 MiB, 847 MiB, 10331 MiB
99 %, 60 %, 11178 MiB, 791 MiB, 10387 MiB
100 %, 44 %, 11178 MiB, 865 MiB, 10313 MiB
100 %, 66 %, 11178 MiB, 867 MiB, 10311 MiB
97 %, 69 %, 11178 MiB, 847 MiB, 10331 MiB
100 %, 65 %, 11178 MiB, 791 MiB, 10387 MiB
100 %, 67 %, 11178 MiB, 865 MiB, 10313 MiB
100 %, 63 %, 11178 MiB, 867 MiB, 10311 MiB
100 %, 67 %, 11178 MiB, 847 MiB, 10331 MiB
100 %, 57 %, 11178 MiB, 791 MiB, 10387 MiB
94 %, 56 %, 11178 MiB, 865 MiB, 10313 MiB
100 %, 66 %, 11178 MiB, 867 MiB, 10311 MiB
95 %, 57 %, 11178 MiB, 847 MiB, 10331 MiB
98 %, 60 %, 11178 MiB, 791 MiB, 10387 MiB
96 %, 64 %, 11178 MiB, 865 MiB, 10313 MiB
96 %, 56 %, 11178 MiB, 867 MiB, 10311 MiB
97 %, 69 %, 11178 MiB, 847 MiB, 10331 MiB
99 %, 69 %, 11178 MiB, 791 MiB, 10387 MiB
100 %, 55 %, 11178 MiB, 865 MiB, 10313 MiB
96 %, 61 %, 11178 MiB, 867 MiB, 10311 MiB
100 %, 52 %, 11178 MiB, 847 MiB, 10331 MiB
99 %, 53 %, 11178 MiB, 791 MiB, 10387 MiB
100 %, 49 %, 11178 MiB, 865 MiB, 10313 MiB
100 %, 65 %, 11178 MiB, 867 MiB, 10311 MiB
100 %, 45 %, 11178 MiB, 847 MiB, 10331 MiB
99 %, 55 %, 11178 MiB, 791 MiB, 10387 MiB
100 %, 65 %, 11178 MiB, 865 MiB, 10313 MiB
100 %, 52 %, 11178 MiB, 867 MiB, 10311 MiB
100 %, 66 %, 11178 MiB, 847 MiB, 10331 MiB
100 %, 65 %, 11178 MiB, 791 MiB, 10387 MiB
100 %, 67 %, 11178 MiB, 865 MiB, 10313 MiB
100 %, 65 %, 11178 MiB, 867 MiB, 10311 MiB
100 %, 65 %, 11178 MiB, 847 MiB, 10331 MiB
74 %, 43 %, 11178 MiB, 791 MiB, 10387 MiB
73 %, 42 %, 11178 MiB, 865 MiB, 10313 MiB
73 %, 51 %, 11178 MiB, 867 MiB, 10311 MiB
73 %, 45 %, 11178 MiB, 847 MiB, 10331 MiB
99 %, 67 %, 11178 MiB, 791 MiB, 10387 MiB
100 %, 55 %, 11178 MiB, 865 MiB, 10313 MiB
